id,choice,education,household,commute,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
243,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
244,choice5,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.0359651,4.0359651,4.5107845,4.5107845,4.985604,4.985604,250,250,400,400,250,250,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
245,choice1,1,0,1,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,8.8365693,8.8365693,6.3118352,6.3118352,8.0791491,8.0791491,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,2,2,0,0,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
246,choice1,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.3544749,3.3544749,3.5781065,3.5781065,2.9072116,2.9072116,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,4,4,6,6,2,2,0,0,0.3,0.3,1,1
247,choice1,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,8.3093399,8.3093399,5.9352428,5.9352428,6.6474719,6.6474719,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
248,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,125,125,300,300,250,250,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,1,1,2,2,4,4,0,0,0.7,0.7,0.1,0.1
249,choice3,0,1,0,stwagon,regcar,stwagon,truck,stwagon,van,cng,cng,electric,electric,gasoline,gasoline,6.3459814,6.3459814,4.690508,4.690508,5.2423324,5.2423324,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
250,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
251,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,8.179911,8.179911,8.9467777,8.9467777,6.3905555,6.3905555,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
252,choice3,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,0.71222914,0.71222914,0.83093399,0.83093399,1.0683437,1.0683437,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,2,2,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
253,choice3,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,methanol,methanol,cng,cng,electric,electric,4.0359651,4.0359651,4.5107845,4.5107845,4.985604,4.985604,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,2,2,0,0,1,1,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.3,0.3,0.7,0.7
254,choice5,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.7940569,2.7940569,3.1932079,3.1932079,2.1953304,2.1953304,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,8,8,2,2,0,0,0.1,0.1,1,1
255,choice1,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8541644,3.8541644,4.1753448,4.1753448,5.1388859,5.1388859,75,75,250,250,250,250,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,2,2,0,0,0.7,0.7,1,1
256,choice4,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,1.5148404,1.5148404,1.7673139,1.7673139,2.2722607,2.2722607,75,75,300,300,350,350,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,2,2,0,0,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
257,choice3,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,75,75,300,300,350,350,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
258,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.3455777,4.3455777,4.8568222,4.8568222,5.3680666,5.3680666,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
259,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.7871011,3.7871011,2.7772075,2.7772075,3.2821543,3.2821543,200,200,300,300,350,350,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
260,choice4,0,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.3,0.3,1,1
261,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.5787111,3.5787111,3.8343333,3.8343333,4.0899555,4.0899555,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,0.7,0.7
262,choice5,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200,200,75,75,300,300,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.3,0.3,0.7,0.7
263,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,3.5329841,3.5329841,4.8177056,4.8177056,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
264,choice1,1,0,0,sportuv,sportcar,sportuv,regcar,sportuv,truck,methanol,methanol,electric,electric,gasoline,gasoline,4.5107845,4.5107845,5.4604234,5.4604234,4.0359651,4.0359651,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,1,1
265,choice1,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
266,choice2,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.6978331,5.6978331,4.0359651,4.0359651,4.985604,4.985604,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6,0,0,0.1,0.1,1,1
267,choice1,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.8992777,1.8992777,2.1366874,2.1366874,2.3740971,2.3740971,200,200,75,75,300,300,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.3,0.3,0.7,0.7
268,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.9313856,1.9313856,1.9313856,1.9313856,2.4832101,2.4832101,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
269,choice3,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.2781111,1.2781111,0.76686666,0.76686666,0.89467777,0.89467777,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
270,choice3,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.4593198,5.4593198,3.4741126,3.4741126,4.4667162,4.4667162,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
271,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.8541644,3.8541644,4.1753448,4.1753448,4.8177056,4.8177056,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
272,choice2,0,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,1,1,8,8,4,4,0,0,0.7,0.7,1,1
273,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.7941569,5.7941569,6.3459814,6.3459814,4.690508,4.690508,300,300,250,250,300,300,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
274,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,1,1,1,1,4,4,2,2,4,4,0,0,0.3,0.3,0.7,0.7
275,choice5,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,75,75,300,300,350,350,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
276,choice6,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.9704144,3.9704144,4.963018,4.963018,2.9778108,2.9778108,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
277,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
278,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,8.9467777,8.9467777,6.3905555,6.3905555,7.1574221,7.1574221,125,125,300,300,250,250,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
279,choice2,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
280,choice3,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.7893555,1.7893555,2.3006,2.3006,2.5562222,2.5562222,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
281,choice6,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,4.9198965,4.9198965,5.1435281,5.1435281,3.8017382,3.8017382,200,200,75,75,300,300,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,1,1,8,8,2,2,0,0,0.3,0.3,0.7,0.7
282,choice4,0,0,0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
283,choice1,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,7.7255425,7.7255425,8.8291915,8.8291915,6.8978058,6.8978058,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,0.7,0.7,1,1,4,4,4,4,8,8,0,0,0.7,0.7,1,1
284,choice5,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.3927834,3.3927834,3.7919343,3.7919343,4.1910853,4.1910853,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
285,choice4,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6,0,0,0.1,0.1,1,1
286,choice4,1,1,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
287,choice1,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,7.3871485,7.3871485,5.4600663,5.4600663,6.102427,6.102427,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
288,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
289,choice5,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.0586596,1.0586596,1.0586596,1.0586596,0.63519579,0.63519579,125,125,300,300,250,250,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,0.7,0.7,0.7,0.7,1,1,1,1,2,2,4,4,0,0,0.7,0.7,0.1,0.1
290,choice4,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,50,50,150,150,400,400,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,4,4,2,2,6,6,0,0,0.7,0.7,1,1
291,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,1.4889054,1.4889054,1.7370563,1.7370563,2.481509,2.481509,50,50,150,150,400,400,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,1,1,6,6,2,2,0,0,0.1,0.1,1,1
292,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,125,125,250,250,300,300,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,1,1,8,8,2,2,0,0,0.7,0.7,1,1
293,choice1,0,1,1,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,7.7083289,7.7083289,5.4600663,5.4600663,6.102427,6.102427,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
294,choice3,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,2,2,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
295,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
296,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,250,250,400,400,250,250,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.1,0.1,0.3,0.3,1,1
297,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,6.3459814,6.3459814,4.690508,4.690508,5.2423324,5.2423324,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
298,choice4,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.9270822,1.9270822,0.96354111,0.96354111,1.1241313,1.1241313,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.1,0.1,0.3,0.3
299,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.0359651,4.0359651,4.5107845,4.5107845,4.985604,4.985604,300,300,250,250,300,300,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
300,choice3,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
301,choice4,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.1308432,3.1308432,3.5781065,3.5781065,2.4599482,2.4599482,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
302,choice5,1,0,1,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,4.3455777,4.3455777,3.3230888,3.3230888,3.8343333,3.8343333,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
303,choice1,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,1,1,2,2,4,4,0,0,0.1,0.1,1,1
304,choice5,0,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.6554734,1.6554734,0.96569282,0.96569282,1.241605,1.241605,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
305,choice3,1,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,200,200,300,300,350,350,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0,0,0.3,0.3,1,1
306,choice2,1,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,1.1974529,1.1974529,0.59872647,0.59872647,0.89808971,0.89808971,125,125,300,300,300,300,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,8,8,4,4,0,0,0.1,0.1,1,1
307,choice2,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
